timestamp_utc,airnow_pm25_obs_ug_m3,geoscf_pm25_fcst_tplus1_ug_m3,geoscf_pm25_fcst_tplus2_ug_m3,geoscf_pm25_fcst_tplus3_ug_m3,hour_utc,day_of_year,naqfc_pm25_fcst_tplus1_ug_m3,naqfc_pm25_fcst_tplus2_ug_m3,naqfc_pm25_fcst_tplus3_ug_m3
2024-12-28 07:00:00+00:00,14.599999999999998,50.63051335016886,51.75289662679037,52.90600840250651,7,363,24.07175636291504,25.317367553710938,26.888723373413086
2024-12-28 08:00:00+00:00,16.8,51.75289662679037,52.90600840250651,53.78595280647278,8,363,25.317367553710938,26.888723373413086,28.353979110717773
2024-12-28 09:00:00+00:00,17.04285714285714,52.90600840250651,53.78595280647278,53.888417641321816,9,363,26.888723373413086,28.353979110717773,29.713979721069336
2024-12-28 10:00:00+00:00,17.671428571428574,53.78595280647278,53.888417641321816,52.4259090423584,10,363,28.353979110717773,29.713979721069336,30.354928970336914
2024-12-28 11:00:00+00:00,15.55714285714286,53.888417641321816,52.4259090423584,50.05758889516195,11,363,29.713979721069336,30.354928970336914,30.304323196411133
2024-12-28 12:00:00+00:00,14.7,31.89848073323568,31.529312133789062,32.75723286469778,12,363,30.34699821472168,31.12002182006836,32.5
2024-12-28 13:00:00+00:00,17.15714285714286,31.529312133789062,32.75723286469778,35.745563666025795,13,363,31.12002182006836,32.5,34.31539535522461
2024-12-28 14:00:00+00:00,16.8,32.75723286469778,35.745563666025795,35.16417944431305,14,363,32.5,34.31539535522461,36.722381591796875
2024-12-28 15:00:00+00:00,18.185714285714287,35.745563666025795,35.16417944431305,29.832364479700725,15,363,34.31539535522461,36.722381591796875,31.580583572387695
2024-12-28 16:00:00+00:00,19.342857142857145,35.16417944431305,29.832364479700725,24.820625464121505,16,363,36.722381591796875,31.580583572387695,25.350574493408203
2024-12-28 17:00:00+00:00,22.185714285714283,29.832364479700725,24.820625464121505,20.58755878607432,17,363,31.580583572387695,25.350574493408203,21.68028450012207
2024-12-28 18:00:00+00:00,24.528571428571432,24.820625464121505,20.58755878607432,17.39423992236455,18,363,25.350574493408203,21.68028450012207,19.18014144897461
2024-12-28 19:00:00+00:00,23.485714285714288,20.58755878607432,17.39423992236455,15.529799938201904,19,363,21.68028450012207,19.18014144897461,18.514970779418945
